SCIENTIFIC NAME	PHISICAL SPECIMEN ID	ORGANIZATION	SPECIMEN TYPE	MODIFIED	LICENSE	LOCATION QUALITATIVE [QUANTITATIVE]	GEOLOGICAL AGE	COLLECTING NUMBER	COLLECTING AGENT	DATE COLLECTED	TYPE STATUS (Optional)	MEDIA
Cochlostoma septemspirale (Razoumowsky, 1789)	27307	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Marmorbrücke über Adnet			Klemm	17.7.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	27297	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Tunnel auf der Straße nach Adnet			Klemm	17.7.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	26920	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Fischachgenist bei Hallwang			Klemm	26.6.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	23017	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Mönchsbergplateau			Klemm	30.8.1945		
Cochlostoma septemspirale (Razoumowsky, 1789)	24978	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Pass Lueg			Mahler	5.10.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	25227	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Glasenbachklamm, 2. südlicher Quergraben			Klemm	21.10.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	25774	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Nonnberg			Klemm	10.1945		
Cochlostoma septemspirale (Razoumowsky, 1789)	23239	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Krottensee-Genist bei St. Gilgen			Klemm	22.10.1945		
Cochlostoma septemspirale (Razoumowsky, 1789)	23431	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Mönchsberg Süd			Klemm	6.11.1945		
Cochlostoma septemspirale (Razoumowsky, 1789)	50862	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Unkelbahgraben, Nock Südhang, Weissenbachtal			Klemm	3.9.1964		
Cochlostoma septemspirale (Razoumowsky, 1789)	48794	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Glasenbachklamm			Mahler	2.8.1929		
Cochlostoma septemspirale (Razoumowsky, 1789)	26619	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Fischachgenist bei Eugendorf			Klemm	18.8.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	24171	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Eugendorf oberhalb der Westbahn-Station			Klemm	15.5.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	29573	NHM Vienna	PRESERVED SPECIMEN	10/18/2022		Österreich, Salzburg, Falkensteinwand am Wolfgangsee			Klemm	11.6.1951		
Cochlostoma septemspirale (Razoumowsky, 1789)	23626	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Golling, Kirchhügel			Klemm	11.3.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	23219	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Scharfling, Felsen beim Bahnhof			Klemm	22.10.1945		
Cochlostoma septemspirale (Razoumowsky, 1789)	17289	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Hallein, Burgfried			Klemm	17.17.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	23903	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Henndorf			Klemm	20.4.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	26157	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Kapuzinerberg Süd oberhalb der Arenbergstraße			Klemm	20.9.1947		
Cochlostoma septemspirale (Razoumowsky, 1789)	23741	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Hallein, Bruderloch			Klemm	31.3.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	26956	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Seekirchen, Straße nach Eugendorf			Klemm	5.6.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	1123	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Schober bei Fuschl			Klemm	8.1929		
Cochlostoma septemspirale (Razoumowsky, 1789)	69164	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Wilhelmswand bei Golling			Sperling	10.1975		
Cochlostoma septemspirale (Razoumowsky, 1789)	29041	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Strobl, am Fuß des Brustwandkogels			Klemm	8.9.1950		
Cochlostoma septemspirale (Razoumowsky, 1789)	57906	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Hinterwinkl bei Ebenau			Strouhal	17.71963		
Cochlostoma septemspirale (Razoumowsky, 1789)	25082	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Golling, Salzachgenist			Mahler	13.10.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	23688	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Wallersee Südufer, Genist			Klemm	23.3.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	23349	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Maria Plain bei Salzburg, Nordhang			Klemm	5.11.1945		
Cochlostoma septemspirale (Razoumowsky, 1789)	52246	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Pass Lueg			Seidl	17.6.1965		
Cochlostoma septemspirale (Razoumowsky, 1789)	1122	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Fuschl, am Fuschlsee			Klemm	8.1929		
Cochlostoma septemspirale (Razoumowsky, 1789)	53402	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, am Alterbach bei Guggenthal			Klemm	2.9.1966		
Cochlostoma septemspirale (Razoumowsky, 1789)	24549	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Mönchsberg, Plateau			Klemm	6.7.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	61789	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Weißenbachtal bei Strobl			Klemm	15.6.1970		
Cochlostoma septemspirale (Razoumowsky, 1789)	24367	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Nockstein-Gipfel			Klemm	8.6.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	27284	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Heuberg bei Adnet			Klemm	17.7.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	25891	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Spumbachgraben bei Adnet			Klemm	21.7.1947		
Cochlostoma septemspirale (Razoumowsky, 1789)	24732	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Eugendorf, Tümpelhang			Klemm	19.9.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	23841	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Eugendorf, Fischachgenist			Klemm	8.4.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	15186	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, St. Gilgen, Weisswand			Fuchs	15.8.1936		
Cochlostoma septemspirale (Razoumowsky, 1789)	25869	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, SO von Waidach bei Adnet			Klemm	21.7.1947		
Cochlostoma septemspirale (Razoumowsky, 1789)	25028	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Imberg			Mahler	10.10.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	30842	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Heuberg			Klemm	30.5.1952		
Cochlostoma septemspirale (Razoumowsky, 1789)	39414	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Wallerseeufer			Klemm			
Cochlostoma septemspirale (Razoumowsky, 1789)	23537	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Nockstein Nord, Fels			Klemm	13.1.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	29557	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Krottensee, Genist			Klemm	5.6.1951		
Cochlostoma septemspirale (Razoumowsky, 1789)	24136	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Salzachöfen			Klemm	13.5.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	23033	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Hallein, Dürnberggraben			Klemm	7.9.1945		
Cochlostoma septemspirale (Razoumowsky, 1789)	1118	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Elmauerstein bei Fuschl			Klemm	8.1929		
Cochlostoma septemspirale (Razoumowsky, 1789)	68091	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Strobl, Strandpromenade			Sperling	21.4.1974		
Cochlostoma septemspirale (Razoumowsky, 1789)	27270	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Salzburg, Bürglstein am Abersee			Klemm	8.5.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	28469	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, St. Gilgen, Saurüssel, Seewand			Klemm	5.10.1949		
Cochlostoma septemspirale (Razoumowsky, 1789)	15191	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Ebensee, bei der Seilbahn						
Cochlostoma septemspirale (Razoumowsky, 1789)	25817	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Scharfling, Pass St. Gilgen			Klemm	23.6.1947		
Cochlostoma septemspirale (Razoumowsky, 1789)	25935	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, St. Gilgen, Weisswand			Klemm	28.1.1947		
Cochlostoma septemspirale (Razoumowsky, 1789)	54884	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Schwarzenbach bei Strobl			Klemm	12.7.1967		
Cochlostoma septemspirale (Razoumowsky, 1789)	50751	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Waldbachstrub bei Hallstatt, Felsen beim Schleierfall			Klemm	12.8.1964		
Cochlostoma septemspirale (Razoumowsky, 1789)	49433	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Waldbachstrub bei Hallstatt			Klemm	10.9.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	49477	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Bad Ischl, Jainzenberg, Gipfel-Südhang			Klemm	22.9.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	56472	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Bad Ischl, Kaltenbach, alter Damm der Lokalbahn			Klemm	30.8.1968		
Cochlostoma septemspirale (Razoumowsky, 1789)	54898	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Burgauklamm am Attersee			Klemm	12.7.1967		
Cochlostoma septemspirale (Razoumowsky, 1789)	47826	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Bad Ischl, Schneeröselkogel Südabfall			Klemm	7.8.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	52047	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Bad Ischl, Rettenbachufer			Klemm	9.6.1965		
Cochlostoma septemspirale (Razoumowsky, 1789)	47464	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Bad Ischl, Gawanzerstein beim Nussensee			Klemm	12.7.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	47582	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Felsen am Westufer d. Hallstättersees, südl. Steg			Klemm	20.7.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	48878	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Mühlbach bei Steyr, Eingang Zellbauer-Höhle			Ganslm.	6.4.1935		
Cochlostoma septemspirale (Razoumowsky, 1789)	55026	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Jainzental, Felsen östl. vom Wasserfall			Klemm	7.6.1967		
Cochlostoma septemspirale (Razoumowsky, 1789)	47611	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Höllengebirge, Heumahdgupf			Klemm	21.7.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	47694	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Bad Ischl, Südhang unt. Rettenbachtal, Singereben			Klemm	2.8.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	57603	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Rettenbachtal bei Bad Ischl			Strouhal	1.8.1955		
Cochlostoma septemspirale (Razoumowsky, 1789)	54826	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Soleweg ober Hallstatt			Klemm	7/7/1967		
Cochlostoma septemspirale (Razoumowsky, 1789)	65540	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Hallstatt, Gangsteig, Klamm				3.8.1973		
Cochlostoma septemspirale (Razoumowsky, 1789)	49254	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Soleweg Gosaumühle - Steeg			Klemm	4.7.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	47758	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Rauer Koppen, unt. Felswände bei Koppenwinkel			Klemm	10.8.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	49548	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Bad Ischl, Kroissenbachwald			Klemm	12.7.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	48847	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Reichraming			Ganslm.	18.5.1935		
Cochlostoma septemspirale (Razoumowsky, 1789)	47807	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Bad Ischl, Kalvarienberg Nord			Klemm	18.3.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	52180	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Hallstatt Nordende			Klemm	16.9.1965		
Cochlostoma septemspirale (Razoumowsky, 1789)	49449	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Hallstatt, Schleierfall			Klemm	10.9.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	49330	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Sarstein Westwand			Klemm	2.8.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	26240	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Pürglstein bei Strobl am Abersee, Seefelsen			Klemm	28.10.1947		
Cochlostoma septemspirale (Razoumowsky, 1789)	47965	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Ruine Wildenstein bei Bad Ischl			Klemm	6.7.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	27617	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Obertraun			Klemm	4.8.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	64678	NHM Vienna	PRESERVED SPECIMEN	10/24/2022		Österreich, Oberösterreich, Soleweg Bad Ischl - Lauffen			Klemm	6.9.1972		
Cochlostoma septemspirale (Razoumowsky, 1789)	26211	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Pürglstein bei Strobl am Abersee, Waldfelsen			Klemm	28.10.1947		
Cochlostoma septemspirale (Razoumowsky, 1789)	64915	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Steyr						
Cochlostoma septemspirale (Razoumowsky, 1789)	47796	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, oberhalb Salzburgerstraße bei Jainzenbrücke			Klemm	17.8.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	47378	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, Jainzenberg			Klemm	3.7.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	47709	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, Felshang nördl. Jainzen			Klemm	9.8.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	27634	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl			Klemm	4.8.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	65529	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Hallstatt, Waldbachstrub			Klemm	3.8.1973		
Cochlostoma septemspirale (Razoumowsky, 1789)	49287	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, Rettenbachtal bei Straßentunnel			Klemm	18.7.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	56279	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Traunau östl. Bad Ischl			Klemm	6.6.1968		
Cochlostoma septemspirale (Razoumowsky, 1789)	48818	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Steyr, Sandbruch			Ganslm.	5.10.1920		
Cochlostoma septemspirale (Razoumowsky, 1789)	47445	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, Straße von Aigen zum Nussensee			Klemm	12.7.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	56310	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Straßenfelsen zwischen Hallstatt und Gosaumühle			Klemm	30.6.1968		
Cochlostoma septemspirale (Razoumowsky, 1789)	38034	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Traunsee, Rindbachtal			Strouhal			
Cochlostoma septemspirale (Razoumowsky, 1789)	49560	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, Rettenbachleiten			Klemm	12.7.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	47681	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Soleweg Gosaumühle - Steeg			Klemm	28.7.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	47784	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Ziemnitzgraben Leonsberg, Südabfall			Klemm	17.8.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	50927	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Ebensee, Löwendenkmal			Klemm	7.9.1964		
Cochlostoma septemspirale (Razoumowsky, 1789)	6289	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Kalmberg bei Goisern			Fuchs	7.1939		
Cochlostoma septemspirale (Razoumowsky, 1789)	46744	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Hochsteinalm bei Traunkirchen			Weis	1961		
Cochlostoma septemspirale (Razoumowsky, 1789)	57611	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, alte Römerstraße			Strouhal	8.8.1955		
Cochlostoma septemspirale (Razoumowsky, 1789)	52101	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, Siriuskogel			Klemm	23.6.1965		
Cochlostoma septemspirale (Razoumowsky, 1789)	47400	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Straßenfelsen beim Frachtenbahnhof			Klemm	7.7.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	61822	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, Ruine Wildenstein			Klemm	26.6.1970		
Cochlostoma septemspirale (Razoumowsky, 1789)	47543	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Vorderer Gosausee			Klemm	20.7.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	49368	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Ewige Wand bei Goisern			Klemm	8.8.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	38011	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Fahrnaugupf bei Traunkirchen			Strouhal	20.7.1949		
Cochlostoma septemspirale (Razoumowsky, 1789)	47327	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Soleleitungsweg zwischen Lauffen und Bad Ischl			Klemm	26.6.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	6422	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Goisern			Fuchs	8.1939		
Cochlostoma septemspirale (Razoumowsky, 1789)	47340	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Jainzenberg,SO, Felsen			Klemm	27.6.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	4710	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Hallstatt			Fuchs			
Cochlostoma septemspirale (Razoumowsky, 1789)	1643	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Weyer, Gamskögerl			Ganslm.			
Cochlostoma septemspirale (Razoumowsky, 1789)	59326	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Seestraße bei Hallstatt			Klemm	9.7.1966		
Cochlostoma septemspirale (Razoumowsky, 1789)	7040	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Goisern, Jochwand			Fuchs	7.1939		
Cochlostoma septemspirale (Razoumowsky, 1789)	64668	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, alte Römerstraße bei Bad Ischl			Klemm	6.9.1972		
Cochlostoma septemspirale (Razoumowsky, 1789)	52059	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, Rettenbachgenist			Klemm	19.6.1965		
Cochlostoma septemspirale (Razoumowsky, 1789)	26293	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Ebensee			Klemm	30.10.1947		
Cochlostoma septemspirale (Razoumowsky, 1789)	1630	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Weyer, Rettensteinkogel			Ganslm.			
Cochlostoma septemspirale (Razoumowsky, 1789)	57087	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Hinterstoder, Hintertombergau			Hamann	26.10.1968		
Cochlostoma septemspirale (Razoumowsky, 1789)	54791	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, Jainzental, Felsen östl. d. Wasserfalls			Klemm	7.6.1967		
Cochlostoma septemspirale (Razoumowsky, 1789)	27599	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Koppenwinkel bei Obertraun			Klemm	4.8.1948		
Cochlostoma septemspirale (Razoumowsky, 1789)	48846	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Kleinreifling			Klemm	27.8.1935		
Cochlostoma septemspirale (Razoumowsky, 1789)	48298	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Wirt am Berg, 15 km südl. v. Wels			Hamann	2.9.1962		
Cochlostoma septemspirale (Razoumowsky, 1789)	40795	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Windischgarsten			Ffranz			
Cochlostoma septemspirale (Razoumowsky, 1789)	25043	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Pfarrkirchen bei Bad Hall			Mahler	10.10.1940		
Cochlostoma septemspirale (Razoumowsky, 1789)	23116	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Plomberg am Mondsee			Klemm	13.10.1945		
Cochlostoma septemspirale (Razoumowsky, 1789)	52354	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Windischgarsten			Seidl	26.9.1965		
Cochlostoma septemspirale (Razoumowsky, 1789)	24903	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Gosauschmied			Klemm	30.9.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	56312	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Straßenfelsen zwischen Hallstatt und Obertraun			Klemm	3.6.1968		
Cochlostoma septemspirale (Razoumowsky, 1789)	48703	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Klaus			Hamann	26.5.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	63746	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, obertraun, Sarsteinwald, ob. Weg			Klemm	3.8.1970		
Cochlostoma septemspirale (Razoumowsky, 1789)	50958	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Bad Ischl, Kroissenwald			Klemm	9.9.1964		
Cochlostoma septemspirale (Razoumowsky, 1789)	49359	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Antenberg bei Antenau			Klemm	8.8.1963		
Cochlostoma septemspirale (Razoumowsky, 1789)	4065	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Scharfling			Waringer	8.1936		
Cochlostoma septemspirale (Razoumowsky, 1789)	24859	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Gosauzwang			Klemm	30.9.1946		
Cochlostoma septemspirale (Razoumowsky, 1789)	6306	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Solleitenweg Hallstatt - Steeg			Fuchs	7.1939		
Cochlostoma septemspirale (Razoumowsky, 1789)	52138	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Soleweg, Gosuamühle - Steeg			Klemm	24.8.1965		
Cochlostoma septemspirale (Razoumowsky, 1789)	6373	NHM Vienna	PRESERVED SPECIMEN	10/25/2022		Österreich, Oberösterreich, Waldbachstrupp bei Hallstatt			Fuchs	8.1939		
